,index,id,amount_tsh,date_recorded,funder,gps_height,installer,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,latitude,longitude
1597,52669,2468,0.0,2011-07-25,Hesawa,0,Hesawa,Bombani,0,Lake Victoria,K.Center,Mwanza,19,6,Geita,Kamhanga,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
1598,52673,49424,0.0,2013-02-01,Dwsp,0,DWE,Juhudi,0,Lake Victoria,Mwabuliochi,Shinyanga,17,1,Bariadi,Sakwe,0,,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1599,52686,56977,0.0,2013-01-25,Rwssp,0,DWE,Maendeleo,0,Lake Victoria,Mwakapagalale,Shinyanga,17,1,Bariadi,Nkoma,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1600,52746,64725,0.0,2013-01-19,Dwsp,0,DWE,Chui,0,Lake Victoria,Mwabuma,Shinyanga,17,1,Bariadi,Sapiwi,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1601,52753,40836,0.0,2013-01-22,Dwsp,0,DWE,Amani,0,Lake Victoria,Jiabutwa,Shinyanga,17,1,Bariadi,Zagayu,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1602,52783,47087,0.0,2011-08-04,Hesawa,0,DWE,Kona,0,Lake Victoria,Ngerela,Mwanza,19,6,Geita,Busolwa,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
1603,52874,73541,0.0,2012-10-23,Rwssp,0,DWE,Songambele,0,Lake Victoria,Mkuyuni,Shinyanga,17,1,Bariadi,Mwadobana,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1604,52893,46771,0.0,2012-10-26,Jimbo Fund,0,DWE,Kwa Kinasa,0,Lake Victoria,Solima C,Mwanza,19,2,Magu,Kabita,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
1605,52914,8254,0.0,2011-08-27,Government Of Tanzania,0,Government,Bukondo Secondary,0,Lake Victoria,Busaka,Mwanza,19,6,Geita,Bukondo,0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,-2.3260779,31.858254294902203
1606,52918,34702,0.0,2012-10-04,Hesawa,0,DWE,Kwa Thomas,0,Lake Victoria,Mwabayanda,Mwanza,19,2,Magu,Nyaluhande,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
1607,52967,6370,0.0,2012-10-26,Government Of Tanzania,0,Government,Kwa Malembela,0,Lake Victoria,Mwabagikulu,Mwanza,19,2,Magu,Kalemela,0,True,GeoData Consultants Ltd,VWC,Kalemela Ziwani,True,0,mono,mono,motorpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,lake,river/lake,surface,communal standpipe multiple,communal standpipe,-17.8092173,-63.3387606
1608,53003,27019,0.0,2013-01-30,Dasp,0,DARDO,Upendo,0,Lake Victoria,Mwamjondo,Shinyanga,17,1,Bariadi,Sakwe,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1609,53024,39655,0.0,2013-01-19,Dwsp,0,DWE,Makutano,0,Lake Victoria,Matongo,Shinyanga,17,1,Bariadi,Sapiwi,0,True,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1610,53052,63821,0.0,2012-10-05,Government Of Tanzania,0,Government,Kwa Mabula,0,Lake Victoria,Nyanguli,Mwanza,19,2,Magu,Nyaluhande,0,True,GeoData Consultants Ltd,VWC,Nyaluhande,True,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,-17.8092173,-63.3387606
1611,53060,56194,0.0,2012-10-25,Dwsp,0,DWE,Umoja Wa Vijana,0,Lake Victoria,Nyambuli,Mwanza,17,1,Magu,Nkungulu,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
1612,53064,11868,0.0,2012-12-23,Government Of Tanzania,0,RWE,School,0,Lake Victoria,Mwamanyiru,Mwanza,19,2,Magu,Malili,0,True,GeoData Consultants Ltd,VWC,Ngasamo Water Supply,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,lake,river/lake,surface,communal standpipe,communal standpipe,-17.8092173,-63.3387606
1613,53102,6338,0.0,2013-02-19,Dwsp,0,DWE,Polisi,0,Lake Victoria,Bomani,Shinyanga,17,1,Bariadi,Somanda,0,False,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1614,53132,25150,0.0,2011-08-17,Hesawa,0,DWE,Daud,0,Lake Tanganyika,Kisomoko,Mwanza,19,6,Geita,Nyakamwaga,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
1615,53145,72087,0.0,2011-07-30,Hesawa,0,DWE,Bombani,0,Lake Victoria,Ushirika,Mwanza,19,6,Geita,Kasamwa,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
1616,53172,13130,0.0,2011-08-08,Government Of Tanzania,0,Government,Faraji,0,Lake Victoria,Nyaweshi,Mwanza,19,6,Geita,Kharumwa,0,True,GeoData Consultants Ltd,VWC,Nyamtukuza,True,0,ksb,submersible,submersible,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,lake,river/lake,surface,communal standpipe multiple,communal standpipe,-2.3260779,31.858254294902203
1617,53185,27271,0.0,2013-02-10,Dwsp,0,DWE,Songambele,0,Lake Victoria,Mwasubuya Madukani,Shinyanga,17,1,Bariadi,Kasoli,0,,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,-2.6726957000000002,34.435503984842775
1618,53239,29657,0.0,2013-01-18,Dwsp,0,DWE,Mbugani,0,Lake Victoria,Mpilingito,Shinyanga,17,1,Bariadi,Dutwa,0,True,GeoData Consultants Ltd,WUG,,False,0,walimi,other handpump,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1619,53247,24080,0.0,2012-10-23,Dwsp,0,DWE,Muungano,0,Lake Victoria,Mkuyuni,Shinyanga,17,1,Bariadi,Mwadobana,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1620,53293,50901,0.0,2011-07-26,Hesawa,0,DWE,Bombani,0,Lake Victoria,Lunzerere,Mwanza,19,6,Geita,Lubanga,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
1621,53404,13777,0.0,2012-10-26,Unicef,0,DWE,Kwa Said Mtinda,0,Lake Victoria,Nyashimo,Mwanza,19,2,Magu,Kabita,0,True,GeoData Consultants Ltd,VWC,,True,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
1622,53408,20750,0.0,2011-07-18,Hesawa,0,DWE,Geita Secondary,0,Lake Victoria,Nyanza,Mwanza,19,6,Geita,Kalangalala,0,True,GeoData Consultants Ltd,VWC,Borehole,True,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
1623,53435,23341,0.0,2013-01-26,Dwsp,0,DWW,Mkombozi,0,Lake Victoria,Nyashimba B,Shinyanga,17,1,Bariadi,Lugulu,0,,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,unknown,unknown,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,other,other,-2.6726957000000002,34.435503984842775
1624,53441,21595,0.0,2012-10-25,Dwsp,0,DWE,Umoja,0,Lake Victoria,Ngesha,Mwanza,17,1,Magu,Nkungulu,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
1625,53480,65764,0.0,2012-10-26,Government Of Tanzania,0,Government,Kwa Dotto,0,Lake Victoria,Madukani,Mwanza,19,2,Magu,Kalemela,0,True,GeoData Consultants Ltd,VWC,Kalemela Ziwani,True,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,lake,river/lake,surface,communal standpipe multiple,communal standpipe,-17.8092173,-63.3387606
1626,53552,39983,0.0,2012-10-28,Hesawa,0,DWE,Kwa Amos,0,Lake Victoria,Mwaniga,Mwanza,19,2,Magu,Badugu,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
1627,53639,14464,0.0,2013-02-10,Government Of Tanzania,0,Central government,Mkombozi,0,Lake Victoria,Kisesa,Shinyanga,17,1,Bariadi,Ikungulyabashashi,0,,GeoData Consultants Ltd,WUG,,False,0,india mark ii,india mark ii,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1628,53683,10212,0.0,2013-02-14,Lwi,0,LWI,Mwembeni,0,Lake Victoria,Gisadi,Shinyanga,17,1,Bariadi,Somanda,0,,GeoData Consultants Ltd,WUG,,False,0,india mark ii,india mark ii,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1629,53721,29449,0.0,2013-01-21,Dwsp,0,DWE,Mitimirefu,0,Lake Victoria,Madukani,Shinyanga,17,1,Bariadi,Mwamapalala,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,salty abandoned,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1630,53761,37332,0.0,2013-01-30,Dwsp,0,DWE,Maelewano,0,Lake Victoria,Nanga B,Shinyanga,17,1,Bariadi,Chinamili,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1631,53818,58102,0.0,2012-10-27,Dwsp,0,DWE,Mkuyuni,0,Lake Victoria,Mwasabale,Shinyanga,17,1,Bariadi,Kasoli,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1632,53832,66206,0.0,2012-11-04,Government Of Tanzania,0,RWE,Kwalepa,0,Lake Victoria,Sokoni,Mwanza,19,2,Magu,Mkula,0,True,GeoData Consultants Ltd,VWC,Kalemela Water Supply,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,lake,river/lake,surface,communal standpipe multiple,communal standpipe,-17.8092173,-63.3387606
1633,53888,45957,0.0,2011-07-24,Tanapa,0,TANAPA,Jamii,0,Lake Victoria,Mwamongo,Shinyanga,17,1,Bariadi,Mwaswale,0,False,GeoData Consultants Ltd,Parastatal,,False,0,other,other,other,parastatal,parastatal,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1634,53944,55001,0.0,2011-07-28,Government Of Tanzania,0,Government,Mahakama,0,Lake Victoria,Nyampa A,Mwanza,19,6,Geita,Kasamwa,0,True,GeoData Consultants Ltd,VWC,Kasamwa,True,0,ksb,submersible,submersible,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,dam,dam,surface,communal standpipe multiple,communal standpipe,-2.3260779,31.858254294902203
1635,53960,20675,0.0,2013-02-15,Dwsp,0,DWE,Mahaha,0,Lake Victoria,Gamihusi,Shinyanga,17,1,Bariadi,Somanda,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1636,53965,48830,0.0,2012-12-11,Government Of Tanzania,0,RWE,Center,0,Lake Victoria,Malili,Mwanza,19,2,Magu,Malili,0,True,GeoData Consultants Ltd,VWC,Ngasamo Water Supply,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,lake,river/lake,surface,communal standpipe,communal standpipe,-17.8092173,-63.3387606
1637,53997,19251,0.0,2011-08-11,Hesawa,0,DWE,Bombani,0,Lake Tanganyika,Nduha,Mwanza,19,6,Geita,Mwingiro,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
1638,53998,56334,0.0,2011-07-19,Plan International,0,Plan Internationa,Bombani,0,Lake Victoria,Ibolero,Mwanza,19,6,Geita,Kalangalala,0,True,GeoData Consultants Ltd,VWC,Borehole,True,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
1639,54055,25359,0.0,2012-11-05,Hesawa,0,DWE,Kwakayungilo,0,Lake Victoria,Buchela,Mwanza,19,2,Magu,Mkula,0,True,GeoData Consultants Ltd,,,True,0,other,other,other,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,-17.8092173,-63.3387606
1640,54112,24559,0.0,2013-01-20,Dwsp,0,DWE,Songambele,0,Lake Victoria,Mwakiduta B,Shinyanga,17,1,Bariadi,Dutwa,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1641,54158,14621,0.0,2012-11-04,Babtist,0,DWE,none,0,Lake Victoria,Mabuburi A,Mwanza,19,2,Magu,Mkula,0,True,GeoData Consultants Ltd,,,True,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
1642,54193,51517,0.0,2013-02-04,Dwsp,0,DWE,Idoselo,0,Lake Victoria,Msumbiji A,Shinyanga,17,1,Bariadi,Zagayu,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1643,54247,49423,0.0,2012-10-21,Wsdp,0,DWE,Mwabasabi Shule Ya Msingi,0,Lake Victoria,Mwabasabi A,Shinyanga,17,1,Bariadi,Mwaubingi,0,True,GeoData Consultants Ltd,Parastatal,,False,0,nira/tanira,nira/tanira,handpump,parastatal,parastatal,pay when scheme fails,on failure,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1644,54266,7095,0.0,2011-07-29,Plan International,0,Plan Internationa,Kahindi,0,Lake Victoria,Buzanaki,Mwanza,19,6,Geita,Kasamwa,0,True,GeoData Consultants Ltd,VWC,Borehole,True,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
1645,54290,58037,0.0,2013-03-03,,0,,No 3,0,Lake Victoria,Shule Ya Msingi Sima,Shinyanga,11,4,Bariadi,Bariadi,0,,GeoData Consultants Ltd,,,False,0,other,other,other,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other,unknown,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1646,54334,72620,0.0,2011-07-18,Wvt,0,WVT,Ilujaminze,0,Lake Victoria,Nambaro,Shinyanga,17,1,Bariadi,Chinamili,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1647,54342,38451,0.0,2013-02-22,Sdg,0,DWE,Somelo,0,Lake Victoria,Mhuli,Shinyanga,17,1,Bariadi,Chinamili,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1648,54350,23488,0.0,2012-10-24,Dwsp,0,DWE,Tupendane,0,Lake Victoria,Madukani,Shinyanga,17,1,Bariadi,Ikungulyabashashi,0,True,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,pay when scheme fails,on failure,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1649,54384,56266,0.0,2013-01-21,Dwsp,0,DWE,Nyamatende,0,Lake Victoria,Madukani,Shinyanga,17,1,Bariadi,Mwamapalala,0,True,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1650,54401,41835,0.0,2012-10-26,Unicef,0,DWE,Kwa George,0,Lake Victoria,Nyakaboja,Mwanza,19,2,Magu,Kabita,0,True,GeoData Consultants Ltd,VWC,,True,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
1651,54414,33208,0.0,2013-02-04,Dwsp,0,DWE,Victoria,0,Lake Victoria,Missi,Shinyanga,17,1,Bariadi,Zagayu,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1652,54424,15353,0.0,2012-11-04,Japan Aid,0,DWE,none,0,Lake Victoria,Mwabuburi B,Mwanza,19,2,Magu,Mkula,0,True,GeoData Consultants Ltd,,,True,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-17.8092173,-63.3387606
1653,54433,58395,0.0,2012-12-16,Government Of Tanzania,0,Government,Kwa Bebete,0,Lake Victoria,Wala,Mwanza,19,2,Magu,Kalemela,0,True,GeoData Consultants Ltd,VWC,Kalemela Ziwani,True,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,lake,river/lake,surface,communal standpipe multiple,communal standpipe,-17.8092173,-63.3387606
1654,54558,25690,0.0,2013-02-19,Dwsp,0,DWE,Lilanga,0,Lake Victoria,Sanungu B,Shinyanga,17,1,Bariadi,Somanda,0,True,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1655,54589,18158,0.0,2012-11-03,Hesawa,0,DWE,none,0,Lake Victoria,Nyakitulya,Mwanza,19,2,Magu,Mkula,0,True,GeoData Consultants Ltd,,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,other,other,-17.8092173,-63.3387606
1656,54702,59563,0.0,2013-02-14,Rwssp,0,DWE,Jiunge,0,Lake Victoria,Nyamigamba,Shinyanga,17,1,Bariadi,Somanda,0,,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,unknown,unknown,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1657,54723,72031,0.0,2012-10-22,Government Of Tanzania,0,DWE,Juhudi,0,Lake Victoria,Mwayande,Shinyanga,17,1,Bariadi,Nyakabindi,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1658,54777,57421,0.0,2011-08-12,Hesawa,0,DWE,Said,0,Lake Tanganyika,Busebi,Mwanza,19,6,Geita,Mwingiro,0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,other,other,-2.3260779,31.858254294902203
1659,54784,60388,0.0,2013-02-06,Rwssp,0,DWE,Miembeni,0,Lake Victoria,Bukwaya,Shinyanga,17,1,Bariadi,Bumera,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1660,54801,64357,0.0,2011-08-25,Government Of Tanzania,0,Government,Bombani,0,Lake Victoria,Nyandago,Mwanza,19,6,Geita,Nyachiluluma,0,True,GeoData Consultants Ltd,VWC,Borehole,True,0,india mark ii,india mark ii,handpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
1661,54830,13719,0.0,2013-02-19,Dwsp,0,DWE,Mapambano,0,Lake Victoria,Nyasosi B,Shinyanga,17,1,Bariadi,Somanda,0,False,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1662,54865,1293,0.0,2011-08-25,Government Of Tanzania,0,Government,Nyachiluluma Secondary,0,Lake Victoria,Majengo,Mwanza,19,6,Geita,Nyachiluluma,0,True,GeoData Consultants Ltd,VWC,Nyakagomba,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,-2.3260779,31.858254294902203
1663,54879,44995,0.0,2011-07-16,Lidep,0,LDEP,Yakobo,0,Lake Victoria,Ulongoni,Mwanza,19,6,Geita,Mtakuja,0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
1664,54928,19943,0.0,2012-10-22,Rwssp,0,DWE,Kilimanjaro,0,Lake Victoria,Bariadi,Shinyanga,17,1,Bariadi,Nkololo,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,communal standpipe,communal standpipe,-2.6726957000000002,34.435503984842775
1665,54934,56269,0.0,2011-08-22,Hesawa,0,DWE,Bombani,0,Lake Victoria,K/Center,Mwanza,19,6,Geita,Katoro,0,True,GeoData Consultants Ltd,VWC,Katoro,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
1666,54960,17710,0.0,2013-01-27,Dwsp,0,DWE,Mkaratusi,0,Lake Victoria,Mwangimu,Shinyanga,17,1,Bariadi,Nkoma,0,,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,unknown,unknown,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,other,other,-2.6726957000000002,34.435503984842775
1667,55012,41017,0.0,2013-01-26,Dwsp,0,DWE,Upendo,0,Lake Victoria,Buzunza,Shinyanga,17,1,Bariadi,Bariadi,0,True,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,-2.6726957000000002,34.435503984842775
1668,55030,28507,0.0,2011-08-13,Hesawa,0,DWE,Bombani,0,Lake Tanganyika,Bubende,Mwanza,19,6,Geita,Nyamalimbe,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,-2.3260779,31.858254294902203
